¼ø¼­,ÀÌ¸§,ÆÀ,°æ±â ¼ö,Å¸¼®,Å¸¼ö,µæÁ¡,¾ÈÅ¸,2·çÅ¸,3·çÅ¸,È¨·±,ÃÑ ·çÅ¸,Å¸Á¡,µµ·ç,µµ·ç½ÇÆÐ,º¼³Ý,»ç±¸,°íÀÇ»ç±¸,»ïÁø,º´»ì,Èñ»ýÅ¸,Èñ»ýÇÃ¶óÀÌ,Å¸À²,Ãâ·çÀ²,ÀåÅ¸À²,OPS,wOBA,wRC+,WAR,WPA
44,±èÁ¾À±,83ÇØLF,67,196,169,23,43,8,2,2,61,17,3,7,20,2,0,28,1,5,0,0.254,0.34,0.361,0.701,0.323,104.4,0.69,
45,±èÁ¤¼ö,83·Ô1B,60,191,165,22,37,7,2,4,60,17,2,3,24,2,0,28,5,0,0,0.224,0.33,0.364,0.694,0.328,107.5,0.67,
46,ÃÖÈ«¼®,83»ï,59,177,163,17,41,5,0,3,55,11,1,0,9,4,0,25,7,1,0,0.252,0.307,0.337,0.644,0.303,90.6,0.66,
47,À¯½Â¾È,83MC,65,160,140,8,33,3,0,1,39,10,2,2,17,0,0,26,1,2,1,0.236,0.317,0.279,0.595,0.285,75.8,0.62,
48,¹Ú½ÂÈ£,83»ïDH,88,279,241,26,57,9,0,7,87,39,0,3,26,9,1,29,4,2,1,0.237,0.332,0.361,0.693,0.325,105.5,0.58,
49,¾ç¼¼Á¾,83O1B,59,157,145,13,40,6,0,4,58,18,1,1,6,3,0,16,3,1,2,0.276,0.314,0.4,0.714,0.328,108,0.56,
50,±èÁ¤¼ö,83M1B,97,330,279,32,67,12,2,5,98,34,7,4,33,1,1,58,4,11,6,0.24,0.317,0.351,0.668,0.301,88,0.55,
51,±Ý±¤¿Á,83»ïC,59,214,194,11,43,1,1,2,52,13,0,1,17,1,0,34,5,1,1,0.222,0.286,0.268,0.554,0.266,64.7,0.54,
52,±è¼®ÀÏ,83·Ô,55,96,80,6,18,2,0,2,26,8,3,0,12,2,0,15,3,1,1,0.225,0.337,0.325,0.662,0.315,98.3,0.51,
53,¹ÚÁØ¿µ,83»ïCF,54,187,163,19,36,6,0,3,51,14,0,2,20,0,0,30,1,3,1,0.221,0.304,0.313,0.617,0.29,81.1,0.5,
54,±è°æ¹®,83OC,62,138,117,13,24,4,1,2,36,12,2,0,8,4,0,14,4,8,1,0.205,0.277,0.308,0.585,0.261,60.5,0.39,
55,ÀÌ±¤±æ,83»ïCF,18,30,21,3,6,1,0,0,7,2,1,0,7,1,0,3,0,1,0,0.286,0.483,0.333,0.816,0.391,151.5,0.37,
56,ÀåÁø¹ü,83ÇØ3B,37,73,68,7,20,3,0,0,23,9,4,2,2,1,0,10,1,1,1,0.294,0.319,0.338,0.658,0.305,91,0.33,
57,±èÀ¯µ¿,83OCF,37,120,111,10,28,3,0,1,34,7,2,0,6,1,0,10,3,2,0,0.252,0.297,0.306,0.603,0.282,75.1,0.33,
58,ÀÌÈ«¹ü,83ODH,63,173,158,23,48,6,0,0,54,19,5,3,7,2,0,12,2,6,0,0.304,0.341,0.342,0.683,0.313,97,0.32,
59,¼ÛÀÏ¼·,83ÇØRF,55,126,108,12,21,6,1,2,35,9,5,4,17,1,0,25,1,0,0,0.194,0.31,0.324,0.634,0.303,89.9,0.31,
60,È²º´ÀÏ,83»ï,39,69,64,8,16,6,2,0,26,12,0,0,3,0,0,15,0,1,1,0.25,0.279,0.406,0.686,0.306,92.4,0.3,
61,¾ç½ÂÈ£,83ÇØ2B,46,122,110,8,26,2,0,2,34,11,3,1,7,2,0,10,4,2,1,0.236,0.292,0.309,0.601,0.281,73.9,0.29,
62,ÇÑ¹®¿¬,83·ÔC,57,141,123,8,27,3,0,1,33,9,1,2,12,1,0,9,3,4,1,0.22,0.292,0.268,0.56,0.263,62.2,0.28,
63,È«½Â±Ô,83»ïLF,51,104,92,12,24,4,0,0,28,3,3,2,8,2,0,10,2,2,0,0.261,0.333,0.304,0.638,0.302,89.3,0.25,
64,Á¤ÁøÈ£,83»ïCF,41,77,65,6,14,3,0,1,20,6,2,2,8,2,0,13,1,1,1,0.215,0.316,0.308,0.624,0.296,85.2,0.24,
65,À¯¼º·æ,83M3B,23,45,43,3,13,0,0,0,13,8,2,1,1,1,0,6,1,0,0,0.302,0.333,0.302,0.636,0.305,90.8,0.2,
66,ÀåÁ¤±â,83»ï1B,24,66,53,9,11,4,0,1,18,3,2,0,6,4,0,5,2,3,0,0.208,0.333,0.34,0.673,0.309,94.5,0.19,
67,±è¼º°ü,83·ÔLF,79,232,208,17,45,10,4,1,66,21,9,6,16,4,0,16,7,3,0,0.216,0.285,0.317,0.602,0.28,73.9,0.17,
68,ÀåÅÂ¼ö,83»ïCF,82,279,245,36,51,4,1,4,69,21,10,8,22,2,0,32,4,8,1,0.208,0.278,0.282,0.559,0.26,60.1,0.16,
69,¼Õ»óµæ,83»ïC,18,21,19,4,5,0,1,0,7,2,1,0,1,0,0,3,0,1,0,0.263,0.3,0.368,0.668,0.294,84.3,0.14,
70,Á¶È£,83M2B,9,9,8,2,3,0,0,0,3,1,0,0,1,0,0,3,0,0,0,0.375,0.444,0.375,0.819,0.393,157.2,0.11,
71,¹ÚÃ¶¿µ,83MC,11,12,12,3,4,0,0,0,4,1,0,0,0,0,0,2,0,0,0,0.333,0.333,0.333,0.667,0.315,98.3,0.08,
72,Çã¿î,83»ï2B,9,14,13,0,4,0,0,0,4,1,0,0,1,0,0,2,0,0,0,0.308,0.357,0.308,0.665,0.32,102.2,0.08,
73,ÀÌÃ¶¼º,83»ï2B,7,11,10,0,3,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0.3,0.364,0.3,0.664,0.322,103.2,0.06,
74,±è±¤¼ö,83O3B,84,260,233,17,52,8,2,1,67,23,2,3,14,3,0,20,7,9,1,0.223,0.275,0.288,0.563,0.258,58.2,0.04,
75,¼Õ»ó´ë,83»ïC,10,10,8,0,1,1,0,0,2,0,0,0,2,0,0,5,0,0,0,0.125,0.3,0.25,0.55,0.275,71,0.03,
76,±èºÀ±â,83MCF,29,24,19,5,3,0,1,0,5,3,1,1,3,1,0,2,1,1,0,0.158,0.304,0.263,0.568,0.269,63.5,0.02,
77,¹éÀÎÃµ,83»ï,35,135,121,6,23,6,1,1,34,17,1,0,11,1,0,9,4,1,1,0.19,0.261,0.281,0.542,0.256,57.9,0.01,
78,¹ÚÁ¤È¯,83»ïC,14,17,15,1,3,0,0,0,3,1,0,0,0,1,0,5,0,1,0,0.2,0.25,0.2,0.45,0.21,25.7,-0.03,
79,¼Û¿µ¿î,83MDH,56,154,131,14,32,5,1,0,39,18,1,3,18,1,1,15,4,3,1,0.244,0.338,0.298,0.636,0.299,86.2,-0.03,
80,ÀÌ¼±¿õ,83»ï3B,81,311,287,16,64,7,1,5,88,28,3,6,12,3,1,34,8,5,4,0.223,0.258,0.307,0.565,0.258,59.4,-0.04,
81,±è¿ë´Þ,83M3B,48,93,83,7,18,2,0,1,23,8,1,2,6,1,0,13,1,3,0,0.217,0.278,0.277,0.555,0.258,55.7,-0.05,
82,ÃÖÁ¤±â,83MC,4,7,7,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.143,0.143,0.143,0.286,0.135,-36.9,-0.06,
83,±èÁøÈ«,83OC,18,23,22,1,4,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0.182,0.217,0.182,0.399,0.195,13.3,-0.08,
84,¹ÚÀü¼·,83ÇØC,6,10,10,0,2,0,0,0,2,0,0,1,0,0,0,1,2,0,0,0.2,0.2,0.2,0.4,0.189,8.4,-0.08,
85,±è¼ºÈ£,83·Ô,51,103,95,10,21,1,1,0,24,5,5,3,5,1,0,17,3,1,1,0.221,0.265,0.253,0.517,0.245,49.4,-0.08,
86,±èÁ¾±Ù,83·Ô,12,12,10,0,2,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0.2,0.2,0.2,0.4,0.157,-12.4,-0.1,
87,±è°æ³²,83»ïSS,56,156,143,10,31,5,1,0,38,11,0,1,5,2,0,23,6,5,1,0.217,0.252,0.266,0.517,0.237,44.7,-0.11,
88,¿ì¿ëµæ,83»ïC,14,20,18,0,2,0,0,0,2,1,0,0,2,0,0,5,0,0,0,0.111,0.2,0.111,0.311,0.165,-5.6,-0.11,
89,ÃÖ¿µÈ¯,83»ïC,4,10,9,0,1,0,0,0,1,0,0,0,0,0,0,3,1,1,0,0.111,0.111,0.111,0.222,0.094,-54.3,-0.11,
90,±èµ¿Àç,83»ï2B,17,15,14,2,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0.071,0.133,0.071,0.205,0.112,-42.3,-0.15,
91,±èÈ£±Ù,83·ÔC,39,73,70,7,14,3,0,0,17,4,1,2,2,0,0,11,1,1,0,0.2,0.222,0.243,0.465,0.217,29.4,-0.15,
92,±¸Àç¼­,83O,35,9,8,14,0,0,0,0,0,0,3,2,1,0,0,2,0,0,0,0,0.111,0,0.111,0.078,-69.4,-0.15,
93,Á¶¹üÇö,83OC,41,79,69,3,12,3,0,0,15,7,0,2,7,0,0,16,0,3,0,0.174,0.25,0.217,0.467,0.221,31.9,-0.17,
94,¾öÅÂ¼·,83»ï,6,8,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-119.8,-0.17,
95,ÀÓÁ¤¸é,83ÇØ1B,37,121,107,11,26,1,0,0,27,8,1,2,5,6,0,14,2,3,0,0.243,0.314,0.252,0.566,0.272,67.8,-0.18,
96,Á¤¹®¼·,83·ÔRF,13,14,13,0,1,0,0,0,1,0,0,0,1,0,0,4,1,0,0,0.077,0.143,0.077,0.22,0.118,-40.3,-0.18,
97,ÀÌ¼º¼ö,83M,8,12,12,1,1,0,0,0,1,1,0,0,0,0,0,4,0,0,0,0.083,0.083,0.083,0.167,0.079,-79.1,-0.19,
98,ÃÖÁ¤¿ì,83MCF,46,76,71,10,12,2,1,0,16,4,2,0,5,0,0,13,2,0,0,0.169,0.224,0.225,0.449,0.216,24,-0.2,
99,Çã±Ô¿Á,83»ïRF,63,121,112,7,25,5,0,1,33,8,3,1,4,0,0,11,1,5,0,0.223,0.25,0.295,0.545,0.245,50,-0.24,
100,Â÷µ¿¿­,83·ÔMC,43,107,96,7,16,2,0,0,18,1,2,1,6,3,0,11,6,2,0,0.167,0.238,0.188,0.426,0.209,18.8,-0.29,
101,±è¹®¿µ,83M,16,24,23,1,3,0,0,0,3,1,0,0,0,0,0,5,2,1,0,0.13,0.13,0.13,0.261,0.118,-49.6,-0.31,
102,±è¿ë¿î,83MC,64,194,174,16,33,5,0,2,44,13,0,1,7,3,0,17,4,10,0,0.19,0.234,0.253,0.487,0.22,27.4,-0.35,
103,±è¹ÙÀ§,83M1B,59,136,108,7,17,3,0,1,23,11,0,1,20,4,0,15,2,2,2,0.157,0.306,0.213,0.519,0.261,58.1,-0.36,
104,±è¹«°ü,83»ï,23,51,45,1,7,1,0,0,8,4,0,0,2,1,1,10,3,3,0,0.156,0.208,0.178,0.386,0.169,-2.6,-0.38,
105,Á¶Á¾±Ô,83ÇØC,17,28,27,0,1,0,0,0,1,0,0,0,0,1,0,10,0,0,0,0.037,0.071,0.037,0.109,0.06,-83.5,-0.41,
106,¿ì°æÇÏ,83·ÔRF,50,113,104,5,18,2,0,3,29,13,0,2,5,2,0,28,0,1,1,0.173,0.223,0.279,0.502,0.235,41.9,-0.45,
107,À¯ÁöÈÍ,83OSS,87,282,250,24,53,8,1,0,63,18,3,5,11,4,0,17,8,16,1,0.212,0.256,0.252,0.508,0.229,37.8,-0.46,
108,Á¶Ãæ¿­,83ÇØ,50,90,86,8,15,3,0,0,18,1,2,1,3,0,0,5,3,1,0,0.174,0.202,0.209,0.412,0.194,12.2,-0.48,
109,ÀÌ±Ù½Ä,83OLF,47,90,78,5,13,2,0,0,15,3,0,1,8,1,0,6,3,2,1,0.167,0.25,0.192,0.442,0.216,28.4,-0.49,
110,¿À´ë¼®,83»ï1B,82,261,227,27,46,8,1,4,68,31,1,1,19,2,0,31,3,9,4,0.203,0.266,0.3,0.565,0.257,58.6,-0.52,
111,±è¿ì±Ù,83ÇØ»ï,35,72,64,3,12,0,0,0,12,1,1,2,2,0,0,10,0,0,0,0.188,0.212,0.188,0.4,0.177,0,-0.55,
112,Á¤¿µ±â,83M·ÔSS,57,123,116,9,18,6,0,1,27,7,1,1,4,0,0,12,3,2,1,0.155,0.182,0.233,0.415,0.191,10.8,-0.55,
113,±èÀÏÈ¯,83ÇØ1B,53,112,98,12,18,6,0,0,24,3,0,3,10,0,0,10,2,4,0,0.184,0.259,0.245,0.504,0.236,42.2,-0.56,
114,Á¤ÇõÁø,83O,36,75,70,2,8,1,0,0,9,2,0,0,2,1,0,14,1,2,0,0.114,0.151,0.129,0.279,0.135,-29.5,-0.79,
115,¹Ú¿µÅÂ,83·ÔRF,61,126,117,6,17,0,1,0,19,2,2,3,6,1,0,20,2,2,0,0.145,0.194,0.162,0.356,0.173,-1.5,-1.11,
116,±ÇµÎÁ¶,83·Ô2B,81,201,179,21,30,5,2,0,39,10,1,5,10,0,0,17,3,9,2,0.168,0.209,0.218,0.427,0.193,13,-1.12,
117,Á¤±¸¿Õ,83»ïLF,56,167,156,8,29,0,0,1,32,11,3,8,5,1,0,15,4,5,0,0.186,0.216,0.205,0.421,0.197,16.7,-1.29,
1,È«¹®Á¾,84·ÔCF,100,415,360,62,122,25,7,11,194,53,36,20,43,7,12,36,2,1,4,0.339,0.416,0.539,0.954,0.426,177.7,6.32,
2,ÀÌ¸¸¼ö,84»ïC,89,342,300,45,102,17,1,23,190,80,3,8,26,12,3,37,10,0,4,0.34,0.409,0.633,1.043,0.467,204.6,6.25,
3,±è¿ëÃ¶,84·Ô1B,97,396,346,61,113,24,2,21,204,67,8,5,39,4,2,50,6,4,3,0.327,0.398,0.59,0.988,0.441,188.2,5.27,
4,Á¤±¸¼±,84»ï2B,97,420,351,41,103,14,1,12,155,46,3,2,62,4,3,38,7,1,2,0.293,0.403,0.442,0.845,0.392,151.3,4.69,
5,±èÀç¹Ú,84MSS,91,392,343,53,103,11,5,7,145,37,26,11,36,5,1,33,6,3,5,0.3,0.37,0.423,0.793,0.366,135.3,4.44,
6,ÀåÈ¿Á¶,84»ïLF,89,365,309,56,100,19,7,7,154,44,8,8,49,5,8,25,2,0,2,0.324,0.422,0.498,0.92,0.418,169.7,4.37,
7,ÀÌ±¤Àº,84M3B,99,414,378,53,109,19,3,18,188,68,7,7,28,3,4,51,6,1,4,0.288,0.339,0.497,0.836,0.378,144.8,4.33,
8,À±µ¿±Õ,84OLF,99,414,349,54,100,14,4,10,152,40,14,3,60,1,8,27,5,0,4,0.287,0.389,0.436,0.824,0.378,141,3.92,
9,ÀÌÇØÃ¢,84MCF,100,426,374,62,102,16,6,7,151,36,36,24,45,3,0,52,2,0,4,0.273,0.352,0.404,0.756,0.353,125.6,3.71,
10,±èÁ¾¸ð,84ÇØRF,74,310,272,38,86,12,1,14,142,44,2,5,35,0,1,31,10,0,3,0.316,0.39,0.522,0.912,0.416,169.5,3.43,
11,¹ÚÁ¾ÈÆ,84OCF,99,315,271,35,83,11,2,7,119,37,9,5,26,5,0,18,5,10,3,0.306,0.374,0.439,0.813,0.366,133,3.23,
12,±è¿ì¿­,84ORF,95,373,318,38,87,11,1,12,136,49,13,5,47,5,4,48,5,0,3,0.274,0.373,0.428,0.8,0.371,135.9,3.08,
13,ÇÔÇÐ¼ö,84»ïSS,100,342,318,38,88,12,0,9,127,45,12,1,17,2,0,38,7,3,2,0.277,0.316,0.399,0.715,0.33,107.6,2.7,
14,¾ç¼¼Á¾,84O1B,92,338,299,36,90,16,4,6,132,47,8,6,28,4,2,27,5,1,6,0.301,0.362,0.441,0.804,0.368,134,2.36,
15,ÀåÅÂ¼ö,84»ïCF,74,227,192,40,55,13,2,2,78,8,10,2,27,2,0,18,3,5,0,0.286,0.38,0.406,0.786,0.361,129.2,2.28,
16,±èºÀ¿¬,84ÇØDH,97,400,341,42,85,18,0,17,154,48,3,2,50,4,1,56,16,2,3,0.249,0.349,0.452,0.801,0.368,134.5,2.27,
17,ÀÌ¿µ±¸,84»ï2B,100,429,378,42,97,23,0,5,135,37,5,4,40,4,3,30,16,5,1,0.257,0.333,0.357,0.691,0.32,100.6,2.18,
18,¿À´ë¼®,84»ï2B,77,267,231,31,66,10,2,7,101,34,4,4,19,6,0,23,5,11,0,0.286,0.356,0.437,0.793,0.355,125,2.17,
19,±è¼ºÇÑ,84ÇØ1B,98,410,365,48,94,16,2,12,150,41,7,5,39,4,2,59,6,0,2,0.258,0.334,0.411,0.745,0.346,119,2.09,
20,±èÁø¿ì,84»ïC,80,288,245,28,55,8,0,9,90,27,1,1,35,2,0,49,8,5,1,0.224,0.325,0.367,0.692,0.322,101.9,1.98,
21,À¯½Â¾È,84ÇØC,41,144,118,13,31,9,0,5,55,21,2,0,23,1,0,26,0,1,1,0.263,0.385,0.466,0.851,0.391,150.9,1.91,
22,±è¹«Á¾,84ÇØC,66,246,217,22,53,14,1,7,90,22,0,1,22,1,0,36,6,5,1,0.244,0.315,0.415,0.73,0.332,108.9,1.9,
23,±è±¤¼ö,84O2B,100,375,325,38,86,18,2,2,114,21,23,13,27,7,0,25,8,15,1,0.265,0.333,0.351,0.684,0.312,94.6,1.87,
24,Á¤Çö¹ß,84»ï3B,54,159,132,23,37,6,0,10,73,28,2,2,18,1,1,18,4,7,1,0.28,0.368,0.553,0.922,0.397,155.2,1.82,
25,±è¿ì±Ù,84»ïCF,76,264,229,30,60,6,3,2,78,21,15,2,24,3,1,21,3,6,2,0.262,0.337,0.341,0.678,0.314,95.8,1.71,
26,±èÀÏÈ¯,84ÇØ2B,96,361,321,37,88,15,2,0,107,27,4,6,30,3,1,39,7,5,1,0.274,0.341,0.333,0.674,0.316,97.1,1.67,
27,¹Ú½ÂÈ£,84»ïDH,92,267,220,28,61,11,1,3,83,23,5,3,35,11,3,21,3,0,1,0.277,0.401,0.377,0.778,0.369,135.1,1.65,
28,ÇÑ¹®¿¬,84·ÔC,63,167,141,14,41,7,0,4,60,16,0,1,19,0,1,15,4,7,0,0.291,0.375,0.426,0.801,0.358,127.7,1.61,
29,±ÇµÎÁ¶,84»ï2B,100,423,363,38,97,10,2,1,114,25,3,2,36,3,0,36,8,19,2,0.267,0.337,0.314,0.651,0.299,85.2,1.52,
30,±è¿ëÈñ,84·Ô3B,81,334,311,28,76,13,2,9,120,53,2,1,17,2,1,38,7,0,4,0.244,0.284,0.386,0.67,0.309,92.2,1.48,
31,±èÁØÈ¯,84ÇØCF,91,336,307,29,82,10,0,6,110,29,5,5,20,3,1,47,9,2,4,0.267,0.314,0.358,0.673,0.313,95.3,1.47,
32,±è±Ù¼®,84»ï1B,86,310,281,29,84,13,0,5,112,30,3,2,17,4,0,20,4,8,0,0.299,0.348,0.399,0.746,0.342,115.9,1.42,
33,¼­Á¤È¯,84ÇØ2B,94,364,324,38,81,11,0,5,107,27,9,7,30,3,1,47,5,5,2,0.25,0.318,0.33,0.648,0.303,88.3,1.38,
34,±è¿ë´Þ,84M3B,57,110,94,9,28,5,4,1,44,14,1,0,15,0,0,14,5,0,0,0.298,0.395,0.468,0.863,0.395,157.6,1.34,
35,À¯µÎ¿­,84·ÔRF,89,337,292,42,67,8,3,11,114,32,9,5,26,8,0,38,2,7,4,0.229,0.306,0.39,0.697,0.318,98.6,1.32,
36,±èÀÏ±Ç,84ÇØCF,62,274,245,29,59,9,0,2,74,17,41,12,22,2,0,20,7,5,0,0.241,0.309,0.302,0.611,0.288,77.6,1.27,
37,ÇÑ´ëÈ­,84O3B,74,222,189,22,45,8,1,1,58,16,5,1,23,6,0,26,3,4,0,0.238,0.339,0.307,0.646,0.309,92.3,1.1,
38,¾ç½Â°ü,84»ïRF,36,146,135,14,39,13,1,2,60,17,1,0,9,1,0,13,3,1,0,0.289,0.338,0.444,0.782,0.36,128.4,1.05,
39,±è°æÇ¥,84M1B,48,105,95,8,30,4,3,3,49,13,1,3,10,0,1,13,3,0,0,0.316,0.381,0.516,0.897,0.408,167.8,1.04,
40,¼ÛÀÏ¼ö,84»ïC,64,150,137,15,38,3,2,2,51,16,1,4,4,4,0,22,3,4,1,0.277,0.315,0.372,0.687,0.314,95.7,0.87,
41,±è»óÈÆ,84M1B,87,311,278,25,75,15,3,0,96,31,3,2,27,2,3,41,6,0,4,0.27,0.334,0.345,0.68,0.317,98.4,0.86,
42,È«½ÅÂ÷,84O,63,133,122,8,36,6,0,1,45,16,1,2,10,0,0,9,4,0,1,0.295,0.346,0.369,0.715,0.337,112.3,0.74,
43,±èÇÑÁ¶,84·Ô,49,93,72,9,17,4,1,2,29,11,0,1,16,1,0,17,1,0,2,0.236,0.374,0.403,0.776,0.355,125.8,0.71,
44,½ÉÀç¿ø,84·ÔC,70,212,188,19,47,10,1,0,59,19,6,3,11,1,0,19,4,8,3,0.25,0.291,0.314,0.605,0.273,65.9,0.69,
45,±è¼®ÀÏ,84·ÔC,58,142,120,13,28,3,1,1,36,7,3,3,14,3,0,14,0,4,1,0.233,0.326,0.3,0.626,0.295,81.9,0.68,
46,±èÁ¤¼ö,84»ï1B,89,324,272,24,61,14,2,4,91,25,1,6,44,3,1,43,2,5,0,0.224,0.339,0.335,0.673,0.317,98.5,0.65,
47,±è¹ÎÈ£,84·ÔSS,60,126,113,9,29,9,0,0,38,9,0,1,12,0,1,14,0,1,0,0.257,0.328,0.336,0.664,0.311,93.6,0.62,
48,±è¹ÙÀ§,84M2B,56,109,89,12,22,4,1,1,31,14,0,0,14,1,0,23,1,1,4,0.247,0.343,0.348,0.691,0.322,101.7,0.62,
49,±èÀç»ó,84·ÔLF,63,177,148,25,34,6,0,0,40,14,21,5,20,4,0,21,0,2,3,0.23,0.331,0.27,0.602,0.292,79.9,0.61,
50,È«½Â±Ô,84»ïRF,72,212,183,24,43,9,1,3,63,19,7,8,25,0,0,32,1,4,0,0.235,0.327,0.344,0.671,0.314,95.9,0.56,
51,Á¤ÁøÈ£,84»ïCF,43,113,103,19,30,4,0,0,34,10,1,0,6,0,0,16,1,3,1,0.291,0.327,0.33,0.657,0.303,88.3,0.49,
52,±è°æ¹®,84OC,36,108,96,8,23,6,0,0,29,5,5,2,8,1,0,11,1,3,0,0.24,0.305,0.302,0.607,0.283,74.3,0.48,
53,±è±¤¸²,84OCF,83,173,151,18,37,7,1,2,52,21,4,4,12,1,0,25,3,3,5,0.245,0.296,0.344,0.64,0.291,79.9,0.47,
54,¼Û¿µ¿î,84MCF,42,108,98,7,28,4,0,0,32,5,0,2,9,0,1,5,1,0,1,0.286,0.343,0.327,0.669,0.316,97,0.43,
55,¹éÀÎÃµ,84»ïDH,10,35,32,6,9,2,0,3,20,10,1,0,3,0,0,3,2,0,0,0.281,0.343,0.625,0.968,0.435,181.4,0.42,
56,Á¶¼º¿Á,84·ÔCF,75,253,211,30,46,5,1,1,56,14,5,8,29,5,0,38,3,7,1,0.218,0.325,0.265,0.591,0.284,73.8,0.4,
57,±èÀÎ½Ä,84MDH,100,432,387,44,100,13,8,3,138,28,8,7,22,9,1,24,5,11,3,0.258,0.311,0.357,0.668,0.305,88.6,0.35,
58,¼ÛÀÏ¼·,84ÇØLF,80,214,200,18,47,5,0,6,70,24,1,0,10,3,1,32,2,0,1,0.235,0.28,0.35,0.63,0.294,81.7,0.33,
59,Ãµº¸¼º,84»ï2B,64,208,180,20,39,8,0,2,53,20,5,4,21,0,0,15,3,7,0,0.217,0.299,0.294,0.593,0.276,69.3,0.32,
60,Á¤¿µ±â,84·Ô1B,94,352,321,30,87,9,1,1,101,28,5,4,20,4,0,28,8,5,2,0.271,0.32,0.315,0.635,0.299,84.7,0.32,
61,Á¤Á¾Çö,84OC,29,39,36,3,8,0,1,2,16,6,0,0,1,1,0,7,3,0,1,0.222,0.256,0.444,0.701,0.316,97.2,0.26,
62,¹ÚÇØÁ¾,84OC,27,65,57,2,13,3,0,0,16,8,0,0,6,1,0,3,3,0,1,0.228,0.308,0.281,0.588,0.284,75.3,0.23,
63,Á¶¹üÇö,84OC,77,199,175,16,34,7,2,3,54,18,4,5,14,0,0,40,2,9,1,0.194,0.253,0.309,0.561,0.252,52.6,0.23,
64,±èÀ¯µ¿,84»ï3B,26,82,81,8,19,4,0,3,32,10,0,1,1,0,0,13,1,0,0,0.235,0.244,0.395,0.639,0.294,81.8,0.22,
65,ÀÌ¼±¿õ,84»ïSS,16,30,27,2,7,0,0,1,10,2,0,0,2,1,0,3,0,0,0,0.259,0.333,0.37,0.704,0.335,110.6,0.21,
66,È«Èñ¼·,84O,13,11,11,3,5,1,0,0,6,1,0,0,0,0,0,2,0,0,0,0.455,0.455,0.545,1,0.467,203.9,0.19,
67,¹è´ë¿õ,84»ï3B,43,118,104,5,25,2,0,0,27,5,4,1,9,2,1,13,2,3,0,0.24,0.313,0.26,0.573,0.27,64.9,0.19,
68,½Å°æ½Ä,84O1B,31,107,91,15,21,5,0,1,29,12,3,1,13,0,1,4,0,2,1,0.231,0.324,0.319,0.643,0.298,85,0.17,
69,Á¶Èï¿î,84»ïSS,46,140,126,17,26,6,0,1,35,6,7,4,9,1,0,26,1,4,0,0.206,0.265,0.278,0.543,0.253,52.9,0.13,
70,½Å¾ðÈ£,84MRF,100,382,336,24,80,12,0,2,98,29,5,3,28,8,1,30,8,8,2,0.238,0.31,0.292,0.602,0.284,72.5,0.11,
71,±Ý±¤¿Á,84»ïC,58,202,190,16,34,9,0,6,61,18,0,0,7,1,0,37,4,4,0,0.179,0.212,0.321,0.533,0.243,45.9,0.11,
72,ÀÌÈ«¹ü,84OCF,72,156,144,17,32,6,0,1,41,7,2,2,11,0,1,18,2,1,0,0.222,0.277,0.285,0.562,0.265,61.4,0.1,
73,¹Ú¿ë¼º,84·ÔDH,71,180,158,13,35,2,0,7,58,21,1,3,17,2,0,30,6,2,0,0.222,0.305,0.367,0.672,0.312,94.8,0.09,
74,ÃÖµ¿¿ø,84·ÔP,1,1,1,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,1,2,3,1.351,849.4,0.09,
75,Á¤¼º·æ,84»ï,21,36,33,3,9,0,0,0,9,2,0,0,3,0,0,11,2,0,0,0.273,0.333,0.273,0.606,0.296,82.9,0.09,
76,Á¶Á¾±Ô,84OC,29,27,21,2,2,0,0,1,5,1,1,0,5,1,1,6,2,0,0,0.095,0.296,0.238,0.534,0.258,56.7,0.07,
77,±èÀÌ¼ö,84»ï,48,127,117,19,23,5,1,2,36,10,6,4,8,1,0,25,1,0,1,0.197,0.252,0.308,0.56,0.263,60.2,0.06,
78,±èºÀ±â,84MCF,11,7,6,4,2,0,0,0,2,1,1,1,1,0,0,2,0,0,0,0.333,0.429,0.333,0.762,0.371,139.6,0.06,
79,±è¿µ±Õ,84M,17,25,22,1,4,0,0,1,7,3,0,0,3,0,0,6,0,0,0,0.182,0.28,0.318,0.598,0.287,74.7,0.04,
80,±è¼º·¡,84»ï2B,39,70,59,6,11,2,0,1,16,3,0,1,8,1,0,13,0,1,1,0.186,0.29,0.271,0.561,0.269,64.4,0.04,
81,¾ç½ÂÈ£,84ÇØ,33,77,68,6,13,4,1,1,22,8,0,0,3,3,0,11,1,1,2,0.191,0.25,0.324,0.574,0.263,59.7,0.02,
82,¼Õ»ó´ë,84»ïC,4,3,3,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.333,0.333,0.333,0.667,0.316,97.2,0.02,
83,±èÁø±Ù,84·Ô,11,24,22,2,5,0,0,0,5,0,1,0,1,1,0,2,0,0,0,0.227,0.292,0.227,0.519,0.257,54.8,0.02,
